Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2020-01-03,1529.16,1553.4,1528.05,1549.02
2020-01-06,1560.58,1586.76,1560.58,1565.74
2020-01-07,1565.48,1577.18,1555.43,1574.26
2020-01-08,1576.75,1611.45,1552.36,1556.42
2020-01-09,1556.85,1561.37,1540.4,1552.39
2020-01-10,1552.31,1561.09,1545.81,1560.3
2020-01-13,1560.71,1561.02,1546.98,1547.89
2020-01-14,1548.36,1548.92,1536.12,1546.44
2020-01-15,1546.36,1558.38,1546.11,1556.29
2020-01-16,1556.42,1558.15,1548.21,1552.48
2020-01-17,1552.54,1561.3,1549.53,1557.07
2020-01-20,1557.52,1563.96,1556.45,1560.62
2020-01-21,1560.92,1568.62,1546.52,1558.21
2020-01-22,1558.63,1559.29,1550.27,1558.9
2020-01-23,1559,1567.99,1552.07,1562.91
2020-01-24,1562.82,1575.86,1556.68,1571.66
2020-01-27,1581.29,1588.41,1576,1582.04
2020-01-28,1581.79,1583.07,1565.65,1567.29
2020-01-29,1567.04,1578.02,1563.47,1576.82
2020-01-30,1577.16,1586.18,1572.4,1574.47
2020-01-31,1573.92,1589.4,1570.93,1586.88
2020-02-03,1593.43,1593.57,1570.51,1576.74
2020-02-04,1577.24,1579.62,1549.15,1552.91
2020-02-05,1552.94,1562.44,1547.58,1555.99
2020-02-06,1556.23,1568.12,1552.61,1566.73
2020-02-07,1566.85,1574.1,1560.84,1570.19
2020-02-10,1572.05,1577.05,1568.11,1572.15
2020-02-11,1572.19,1573.98,1562.3,1567.93
2020-02-12,1568.07,1570.47,1562.11,1566.09
2020-02-13,1566.04,1578.35,1565.74,1576.01
2020-02-14,1576.17,1584.44,1573.43,1582.65
2020-02-17,1582.4,1583.82,1578.93,1581.3
2020-02-18,1584.33,1605.15,1582.51,1601.62
2020-02-19,1601.68,1613.16,1599.6,1611.76
2020-02-20,1612.29,1623.9,1604.06,1619.63
2020-02-21,1620.57,1649.16,1618.79,1643.37
2020-02-24,1654.84,1689.04,1651.16,1659.41
2020-02-25,1659.35,1664.01,1626.67,1635.21
2020-02-26,1634.97,1655.02,1625.01,1640.98
2020-02-27,1640.81,1660.39,1635.43,1645
2020-02-28,1644.275,1649.59,1563.49,1577.4
2020-03-02,1592.13,1610.95,1575.87,1589.37
2020-03-03,1587.07,1649.23,1586.79,1640.92
2020-03-04,1640.18,1652.38,1632.21,1636.97
2020-03-05,1639.46,1674.64,1635.16,1672.21
2020-03-06,1672.58,1692.07,1645.45,1673.21
2020-03-09,1698.35,1703.16,1657.93,1678.8
2020-03-10,1671.53,1671.53,1641.9,1650.35
2020-03-11,1653.22,1671.2,1633.33,1637.57
2020-03-12,1638.94,1650.16,1561.07,1577.89
2020-03-13,1577.09,1597.97,1505.045,1529.75
2020-03-16,1546.77,1562.85,1451.28,1500.985
2020-03-17,1508.19,1553.99,1465.91,1530.37
2020-03-18,1532.86,1543.66,1473.11,1476.99
2020-03-19,1485,1500.88,1464.44,1471.175
2020-03-20,1467.94,1516.05,1466.09,1497.36
2020-03-23,1489.05,1561.27,1485.19,1556.695
2020-03-24,1564.79,1639.66,1559.4,1630.05
2020-03-25,1632.12,1639.09,1596.02,1613.095
2020-03-26,1611.37,1644.18,1597.22,1627.46
2020-03-27,1629.26,1632.49,1614.48,1620.75
2020-03-30,1620.75,1637.3,1611.66,1622.6
2020-03-31,1623.38,1623.84,1573.05,1575.15
2020-04-01,1576.59,1600.03,1569.8,1591.81
2020-04-02,1590.73,1620.71,1583.1,1613.65
2020-04-03,1615.89,1625.94,1606.69,1622.39
2020-04-06,1617.65,1669.16,1609.13,1662.1
2020-04-07,1663.92,1675.87,1643.06,1648.9
2020-04-08,1648.92,1656.89,1642.26,1646
2020-04-09,1645.8,1690.44,1643.52,1683.25
2020-04-13,1685.3,1722.64,1675.55,1715.07
2020-04-14,1711.84,1747.4,1709.25,1727.15
2020-04-15,1727.59,1731.71,1708.29,1717.13
2020-04-16,1717.84,1738.75,1708.6,1717.7
2020-04-17,1717.64,1718.61,1680.61,1684.1
2020-04-20,1682.59,1702.975,1672.12,1696.05
2020-04-21,1696.475,1697.95,1660.86,1686.1
2020-04-22,1688.49,1718.93,1680.59,1714.12
2020-04-23,1713.94,1738.74,1707.9,1730.33
2020-04-24,1730.53,1736.5,1710.79,1728.03
2020-04-27,1728.52,1728.52,1706.09,1714.135
2020-04-28,1713.255,1716.17,1692.4,1708.08
2020-04-29,1708.59,1717.69,1698.11,1713.32
2020-04-30,1714.05,1721.25,1681.05,1686.855
2020-05-01,1686.93,1705.4,1670.59,1699.23
2020-05-04,1701.92,1714.45,1692.07,1701.74
2020-05-05,1701.07,1712.22,1690.84,1705.93
2020-05-06,1706.04,1708.1,1683.21,1685.78
2020-05-07,1683.73,1722.12,1683.38,1715.94
2020-05-08,1717.12,1723.33,1701.83,1707.15
2020-05-11,1702.03,1712.38,1692.45,1698
2020-05-12,1697.26,1711.03,1694.04,1702.82
2020-05-13,1702.26,1718.21,1699.31,1715.08
2020-05-14,1716.515,1736.35,1711.25,1730.22
2020-05-15,1730.43,1751.16,1728.83,1742.98
2020-05-18,1746.2,1765.12,1727.7,1732.275
2020-05-19,1732.54,1748.01,1726.5,1745.07
2020-05-20,1745.91,1754.08,1742.89,1748.32
2020-05-21,1747.92,1748.83,1717.36,1727.38
2020-05-22,1727.32,1739.94,1724.58,1735.38
2020-05-25,1733.7,1735.58,1722.42,1730.68
2020-05-26,1728.84,1735.43,1708.44,1711.13
2020-05-27,1710.75,1716.14,1693.82,1709.4
2020-05-28,1711.29,1727.13,1707.29,1718.64
2020-05-29,1719.05,1737.59,1712.98,1731.5
2020-06-01,1736.49,1744.67,1728.47,1739.58
2020-06-02,1738.97,1745.09,1721.69,1727.76
2020-06-03,1727.8,1731.99,1689.5,1699.75
2020-06-04,1700.42,1721.65,1697.27,1714.09
2020-06-05,1715.26,1716.41,1671.03,1681.82
2020-06-08,1684.24,1700.65,1677.74,1698.47
2020-06-09,1698.16,1720.88,1692.54,1715.28
2020-06-10,1713.9,1740.05,1708.34,1737.76
2020-06-11,1737.94,1744.81,1721.82,1727.12
2020-06-12,1727.795,1743,1722.5,1731.37
2020-06-15,1733.4,1734.13,1704.48,1725.11
2020-06-16,1725.15,1732.87,1717.17,1726.72
2020-06-17,1726.26,1730.26,1713.38,1726.82
2020-06-18,1726.33,1737.55,1717.75,1722.82
2020-06-19,1722.2,1745.2,1721.71,1742.52
2020-06-22,1750.03,1763.16,1743.29,1754.44
2020-06-23,1754.85,1771.16,1747.64,1768.38
2020-06-24,1768.13,1779.38,1760.92,1760.92
2020-06-25,1761.38,1769.03,1755.68,1763.72
2020-06-26,1765.32,1772,1747.72,1770.97
2020-06-29,1775.68,1775.8,1766.06,1772.92
2020-06-30,1772.85,1785.96,1765.44,1780.96
2020-07-01,1782.69,1789.24,1759.51,1770.15
2020-07-02,1769.51,1779.57,1757.75,1775.33
2020-07-03,1776.11,1777.21,1772.79,1775.725
2020-07-06,1776.455,1787.18,1770.35,1784.55
2020-07-07,1784.8,1797.51,1773.88,1794.85
2020-07-08,1795.56,1818,1791.83,1808.87
2020-07-09,1809.61,1815.97,1795.95,1803.56
2020-07-10,1802.42,1810.53,1794.19,1799.54
2020-07-13,1798.98,1813.36,1798.15,1802.69
2020-07-14,1803.11,1810.98,1791.74,1809.33
2020-07-15,1808.71,1814.69,1802.82,1810.26
2020-07-16,1810.38,1813.43,1794.68,1797.22
2020-07-17,1797.74,1811.97,1795.98,1810.12
2020-07-20,1809.11,1820.55,1805.93,1817.83
2020-07-21,1818.24,1843.52,1815.93,1841.77
2020-07-22,1841.55,1872.97,1840.8,1872.97
2020-07-23,1872.59,1898.44,1863.81,1887.175
2020-07-24,1887.39,1906.68,1881.11,1902.59
2020-07-27,1901.81,1945.67,1900.18,1940.18
2020-07-28,1942.45,1981.3,1907.23,1960.38
2020-07-29,1957.28,1980.78,1941.55,1969.48
2020-07-30,1970.99,1971.75,1939.76,1951.13
2020-07-31,1957.4,1982.77,1955.39,1974.2
2020-08-03,1979.6,1985.32,1960.77,1976.85
2020-08-04,1977.11,2019.94,1968.42,2016.51
2020-08-05,2019.35,2055.69,2009.84,2038.635
2020-08-06,2040.645,2069.74,2034.725,2065.35
2020-08-07,2065.72,2075.11,2015.71,2031.69
2020-08-10,2033.15,2049.77,2019.71,2027.6
2020-08-11,2028.33,2030.15,1901.7,1912.05
2020-08-12,1911.93,1949.39,1864.19,1916.125
2020-08-13,1915.15,1966.24,1912.7,1954.13
2020-08-14,1953.25,1962.22,1932.62,1943.52
2020-08-17,1947.1,1990.71,1930.18,1981.05
2020-08-18,1985.2,2015.68,1976.24,1997.75
2020-08-19,2002.66,2006.58,1925.04,1935.93
2020-08-20,1929.5,1955.38,1925.16,1947.87
2020-08-21,1947.37,1956.035,1911.92,1938.02
2020-08-24,1941.74,1961.67,1923.77,1928.845
2020-08-25,1928.575,1937.42,1914.39,1928.46
2020-08-26,1931.33,1954.81,1902.87,1954.2
2020-08-27,1955.57,1976.15,1910.76,1925.41
2020-08-28,1929.87,1973.64,1923.49,1963.49
2020-08-31,1965.48,1976.46,1954.62,1967.82
2020-09-01,1967.59,1992.47,1964.14,1970.42
2020-09-02,1969.84,1973.32,1932.65,1943.06
2020-09-03,1942.885,1951.1,1922.17,1930.675
2020-09-04,1931.63,1948.15,1916.51,1934.81
2020-09-07,1931.64,1941.08,1924.99,1928.385
2020-09-08,1929.81,1940.84,1906.76,1931.68
2020-09-09,1932.05,1950.82,1920.16,1946.79
2020-09-10,1946.16,1966.54,1941.54,1946.06
2020-09-11,1945.25,1954.81,1937.52,1942.445
2020-09-14,1940.06,1962.51,1937.62,1956.39
2020-09-15,1957.67,1972.14,1948.58,1954.05
2020-09-16,1953.74,1973.59,1950.03,1959.84
2020-09-17,1959.45,1961.05,1933.21,1944
2020-09-18,1942.64,1960.09,1942.64,1950.94
2020-09-21,1949.69,1955.66,1883.12,1912.58
2020-09-22,1912.77,1919.73,1894.92,1900.05
2020-09-23,1900.17,1905.4,1856.03,1863.6
2020-09-24,1863.11,1877.13,1848.81,1867.83
2020-09-25,1868.41,1875.23,1852.86,1862.66
2020-09-28,1859.49,1883.11,1849.67,1881.56
2020-09-29,1881.485,1899.11,1875.63,1896.56
2020-09-30,1898.73,1902.29,1881.61,1885.8
2020-10-01,1886.25,1911.92,1884.74,1906.05
2020-10-02,1905.63,1917.14,1890.01,1901.81
2020-10-05,1902.67,1918.71,1887.15,1913.56
2020-10-06,1913.135,1920.8,1874.97,1878.07
2020-10-07,1879.08,1898.01,1873.14,1887.4
2020-10-08,1887.74,1900.68,1882.03,1893.77
2020-10-09,1894.21,1929.66,1893.75,1928.47
2020-10-12,1928.66,1933.23,1918.62,1922.64
2020-10-13,1922.71,1925.51,1887.35,1891.11
2020-10-14,1892.08,1913.11,1882.56,1901.83
2020-10-15,1902.15,1909.025,1889.3,1908.16
2020-10-16,1908.965,1913.89,1898.04,1899.34
2020-10-19,1899.86,1918.53,1897.14,1904.36
2020-10-20,1904.35,1914.13,1894.96,1906.44
2020-10-21,1908.94,1931.47,1908.65,1924.685
2020-10-22,1924.3,1926.02,1894.8,1904.07
2020-10-23,1904.22,1914.29,1894.58,1903.55
2020-10-26,1893.52,1908.64,1893.49,1902.385
2020-10-27,1902.59,1911.37,1897.93,1907.77
2020-10-28,1904.79,1910.9,1869.92,1876.675
2020-10-29,1877.98,1885.02,1860.1,1868.57
2020-10-30,1866.73,1889.73,1864.79,1878.38
2020-11-02,1877.11,1896.07,1873.61,1895.8
2020-11-03,1895.75,1910.6,1887.16,1909.73
2020-11-04,1908.7,1916.36,1883.23,1902.99
2020-11-05,1903.1,1952.78,1902.59,1949.74
2020-11-06,1948.87,1960.42,1935.67,1951.76
2020-11-09,1954.4,1965.55,1850.69,1862.86
2020-11-10,1864.76,1890.44,1860.71,1877.26
2020-11-11,1877.23,1884.46,1856.45,1865.64
2020-11-12,1865.84,1883.85,1862.82,1877.01
2020-11-13,1876.89,1896.76,1874.08,1887.84
2020-11-16,1889.82,1899.06,1865.41,1888.99
2020-11-17,1889.04,1893.49,1877.1,1880.55
2020-11-18,1880.85,1884.86,1865.11,1872.48
2020-11-19,1872.91,1874.17,1852.65,1866.59
2020-11-20,1866.175,1879.75,1860.59,1873.16
2020-11-23,1870.13,1876.16,1831.12,1837.86
2020-11-24,1838.06,1838.99,1801.04,1807.53
2020-11-25,1807.93,1817.6,1801.73,1807.625
2020-11-26,1807.735,1818.35,1806.19,1810.31
2020-11-27,1811.09,1813.65,1774.5,1787.215
2020-11-30,1789.6,1790.02,1764.72,1776.77
2020-12-01,1777.15,1817.32,1775.83,1815.21
2020-12-02,1815.325,1832.48,1807.57,1830.61
2020-12-03,1830.57,1844.03,1823.92,1841.04
2020-12-04,1841.4,1848.17,1829.5,1836.52
2020-12-07,1838.86,1868.59,1823.39,1862.31
2020-12-08,1862.35,1875.27,1860.37,1870.41
2020-12-09,1870.93,1870.93,1825.94,1840.06
2020-12-10,1839.84,1849.99,1828.89,1836.79
2020-12-11,1837.38,1847.74,1824.76,1839.5
2020-12-14,1841.46,1841.46,1820.17,1827.12
2020-12-15,1827.79,1855.39,1825.66,1853.36
2020-12-16,1853.49,1865.68,1844.85,1864.91
2020-12-17,1864.49,1896.4,1862.34,1885.595
2020-12-18,1885.88,1889.65,1877.49,1881.27
2020-12-21,1884.24,1906.73,1855.42,1876.76
2020-12-22,1877.39,1884.29,1858.98,1860.32
2020-12-23,1861.01,1878.18,1858.06,1873.21
2020-12-24,1873.2,1883.58,1869.82,1879.82
2020-12-28,1883.2,1900.29,1870.31,1873.96
2020-12-29,1873.15,1886.37,1872.27,1878.41
2020-12-30,1878.27,1894.6,1876.39,1894.58
2020-12-31,1894.32,1901.09,1885.54,1898.705
2021-01-04,1903.49,1944.44,1903.49,1942.78
2021-01-05,1942.4,1953.06,1934.45,1950.18
2021-01-06,1950.56,1959.11,1901,1919.48
2021-01-07,1919.47,1927.69,1906.97,1913.25
2021-01-08,1914.74,1917.51,1829.04,1848.61
2021-01-11,1849.22,1856.58,1817.6,1843.73
2021-01-12,1844.16,1863.66,1837.83,1854.75
2021-01-13,1855.42,1862.96,1842.35,1845.12
2021-01-14,1845.29,1857.4,1831.18,1845.87
2021-01-15,1847.05,1856.53,1823.46,1825.57
2021-01-18,1828.23,1840.79,1804.01,1837.585
2021-01-19,1838.09,1845.38,1833.17,1839.96
2021-01-20,1840.53,1871.79,1833.04,1871.4
2021-01-21,1871.26,1875.07,1858.58,1869.83
2021-01-22,1870.085,1870.89,1837.63,1853.87
2021-01-25,1855.1,1867.9,1847.22,1855.95
2021-01-26,1856.22,1861.75,1848.66,1850.81
2021-01-27,1851.24,1853.18,1831.58,1843.56
2021-01-28,1844.43,1864.13,1834.26,1842.43
2021-01-29,1842.99,1875.66,1839.69,1842.81
2021-02-01,1862.7,1871.76,1849.34,1860.61
2021-02-02,1860.45,1864.08,1829.71,1837.97
2021-02-03,1838.04,1845,1830.66,1834.08
2021-02-04,1833.99,1834.83,1785.15,1794.33
2021-02-05,1793.91,1815.24,1792.41,1810.95
2021-02-08,1815.29,1839.16,1807.94,1830.61
2021-02-09,1830.31,1848.59,1829.07,1838.59
2021-02-10,1837.89,1855.52,1834.21,1843.255
2021-02-11,1843.35,1847.61,1821.31,1825.7
2021-02-12,1826.12,1830.56,1810.75,1821.29
2021-02-15,1825.55,1827.1,1816.23,1818.855
2021-02-16,1819.165,1826.52,1789.68,1794.46
2021-02-17,1794.3,1795.24,1769.98,1776.44
2021-02-18,1777.68,1789.41,1768.55,1775.84
2021-02-19,1776.64,1791.49,1760.74,1781.43
2021-02-22,1782.17,1812.63,1780.84,1809.36
2021-02-23,1809.87,1815.95,1795.92,1805.67
2021-02-24,1806.16,1813.82,1783.73,1805.47
2021-02-25,1805.24,1805.26,1766.15,1770.75
2021-02-26,1771.85,1775.84,1717.15,1727.48
2021-03-01,1733.82,1759.54,1719.77,1724.95
2021-03-02,1724.96,1739.18,1707.31,1738.48
2021-03-03,1738.22,1740.52,1702.28,1711.04
2021-03-04,1710.98,1722.91,1690.94,1697.5
2021-03-05,1697.72,1707.48,1687.56,1698.33
2021-03-08,1703.55,1714.2,1676.95,1683.6
2021-03-09,1683.48,1720.69,1680.31,1716.17
2021-03-10,1716.11,1726.89,1708.26,1726.72
2021-03-11,1726.76,1739.91,1719.47,1722.6
2021-03-12,1722.34,1727.98,1699.35,1724.54
2021-03-15,1727.89,1734.57,1721.97,1732.16
2021-03-16,1730.77,1741.16,1726.38,1732.485
2021-03-17,1731.95,1751.65,1724.19,1747.38
2021-03-18,1747.5,1755.55,1719.31,1736.18
2021-03-19,1735.06,1746.74,1728.62,1745
2021-03-22,1738.18,1743.1,1727.58,1739.695
2021-03-23,1739.65,1742.53,1724.76,1727.48
2021-03-24,1727.02,1738.42,1724.08,1734.765
2021-03-25,1734.18,1745.52,1722.1,1727.855
2021-03-26,1727.96,1736.78,1721.7,1732.57
2021-03-29,1731.7,1733.2,1705.94,1712.21
2021-03-30,1712.37,1714.45,1678.92,1685.195
2021-03-31,1685.595,1715.2,1677.75,1707.65
2021-04-01,1708,1730.65,1705.85,1729.7
2021-04-05,1728.6,1733.56,1721.36,1728.33
2021-04-06,1728.6,1745.48,1727.3,1743.3
2021-04-07,1743.05,1744.43,1730.76,1737.7
2021-04-08,1737.9,1758.71,1733.24,1755.6
2021-04-09,1755.65,1757.39,1731.41,1742.98
2021-04-12,1743,1745.05,1727.79,1732.85
2021-04-13,1732.7,1748.94,1723.8,1745.34
2021-04-14,1745.65,1749.39,1732.88,1736.45
2021-04-15,1736.43,1769.64,1734.2,1763.64
2021-04-16,1763.75,1783.79,1759.91,1775.98
2021-04-19,1777.5,1790.06,1766.85,1771.45
2021-04-20,1770.85,1780.43,1763.77,1778.91
2021-04-21,1778.71,1797.57,1776.36,1793.65
2021-04-22,1794,1797.87,1777.53,1784.16
2021-04-23,1784.43,1795.98,1770.09,1776.3
2021-04-26,1776.05,1783.5,1769.1,1781.25
2021-04-27,1781.26,1785.58,1773.91,1776.65
2021-04-28,1776.7,1782.63,1762.69,1781.63
2021-04-29,1782.3,1790,1756.29,1772.03
2021-04-30,1772.88,1773.7,1764.4,1767.94
2021-05-03,1770.46,1797.89,1766.21,1792.995
2021-05-04,1794.015,1799,1771.29,1778.78
2021-05-05,1779.01,1788.07,1770.56,1786.86
2021-05-06,1787.23,1818.08,1782.2,1814.96
2021-05-07,1815.08,1843.26,1813,1832.13
2021-05-10,1832.78,1845.41,1830.15,1836.15
2021-05-11,1836.11,1841.81,1818.27,1837.49
2021-05-12,1837.51,1843.49,1813.43,1815.41
2021-05-13,1815.92,1828.73,1809.02,1826.5
2021-05-14,1826.49,1843.65,1819.98,1842.74
2021-05-17,1842.4,1868.49,1842.24,1866.85
2021-05-18,1865.7,1874.92,1863.39,1869.55
2021-05-19,1869.61,1890.07,1852.23,1869.52
2021-05-20,1869.71,1883.83,1863.96,1877.22
2021-05-21,1877.65,1889.34,1870.21,1879.9
2021-05-24,1881.99,1887.05,1875.79,1880.88
2021-05-25,1881.11,1900.32,1872.85,1899.16
2021-05-26,1899.09,1912.81,1890.83,1896.79
2021-05-27,1896.42,1903.73,1888.55,1896.37
2021-05-28,1897.53,1905.48,1882.52,1904.85
2021-05-31,1903.54,1910.62,1902.21,1906.75
2021-06-01,1907.4,1916.59,1892.53,1900.3
2021-06-02,1900.07,1909.1,1894.58,1908.28
2021-06-03,1907.96,1909.65,1865.55,1870.59
2021-06-04,1871.005,1896.13,1855.96,1891.53
2021-06-07,1891.66,1900.16,1881.61,1899.25
2021-06-08,1899,1903.35,1884.33,1892.91
2021-06-09,1892.14,1898.91,1887.42,1888.62
2021-06-10,1888.84,1899.95,1870.56,1898.33
2021-06-11,1898.44,1903.02,1874.33,1876.63
2021-06-14,1877.82,1877.9,1845.01,1866.19
2021-06-15,1866.47,1869.1,1851.54,1858.8
2021-06-16,1859.38,1862.7,1804.22,1811.75
2021-06-17,1811.93,1825.34,1767.33,1773.29
2021-06-18,1773.05,1797.33,1761.31,1762.06
2021-06-21,1764.69,1786.53,1764.69,1783.15
2021-06-22,1783.02,1790.18,1772.75,1778.7
2021-06-23,1779,1794.79,1773.54,1778.7
2021-06-24,1778.49,1788.01,1773.04,1775.15
2021-06-25,1775.51,1790.3,1773.46,1779.39
2021-06-28,1781.11,1785.89,1770.76,1778.37
2021-06-29,1778.27,1779.02,1751.16,1761.17
2021-06-30,1761.71,1774.42,1753.46,1770.21
2021-07-01,1770.03,1782.78,1765.85,1776.76
2021-07-02,1777.05,1795.07,1774.45,1787.97
2021-07-05,1787.48,1794.46,1784.55,1791.745
2021-07-06,1792.1,1815.02,1790.22,1797.02
2021-07-07,1796.96,1809.63,1793.99,1803.65
2021-07-08,1803.97,1818.34,1794.9,1802.71
2021-07-09,1802.95,1812.37,1796.78,1808.33
2021-07-12,1808.02,1810.7,1791.78,1806.18
2021-07-13,1806.36,1817.15,1799.05,1807.7
2021-07-14,1808.25,1829.81,1804.7,1827.41
2021-07-15,1827.4,1833.93,1820.41,1829.49
2021-07-16,1829.43,1832.09,1809.3,1811.01
2021-07-19,1811.35,1817.34,1795.22,1812.23
2021-07-20,1812.75,1824.9,1805.2,1810.27
2021-07-21,1810.68,1813.8,1794.91,1803.51
2021-07-22,1803.8,1808.09,1792.92,1806.93
2021-07-23,1807.225,1810.4,1790.8,1801.45
2021-07-26,1802.36,1811.53,1796.48,1797.48
2021-07-27,1797.53,1805.23,1793.73,1798.96
2021-07-28,1799.02,1809.86,1792.91,1807.15
2021-07-29,1807.38,1832.68,1806.96,1828.17
2021-07-30,1828.31,1831.29,1810.45,1813.91
2021-08-02,1814.2,1819.57,1805.87,1813.33
2021-08-03,1813.44,1815.1,1807.22,1810.5
2021-08-04,1810.7,1831.63,1806.76,1812.08
2021-08-05,1811.97,1814.92,1798.07,1804.355
2021-08-06,1804.55,1804.86,1758.3,1760.33
2021-08-09,1763.53,1764.67,1671.9,1729.7
2021-08-10,1730.26,1738.39,1717.87,1729.15
2021-08-11,1729.3,1754.29,1724.5,1751.73
2021-08-12,1751.18,1758.2,1741.97,1752.66
2021-08-13,1752.68,1779.27,1751.86,1778.57
2021-08-16,1789,1789.25,1770.6,1787.25
2021-08-17,1787.59,1795.36,1780.68,1786.06
2021-08-18,1786.24,1793.82,1777.44,1787.74
2021-08-19,1787.6,1792.35,1774.76,1780.13
2021-08-20,1780.32,1788.46,1778.56,1782.18
2021-08-23,1786.95,1806.51,1776.6,1805.5
2021-08-24,1805.3,1809.51,1800.64,1802.95
2021-08-25,1803.07,1803.07,1782.87,1790.9
2021-08-26,1790.96,1798.22,1780.26,1792.09
2021-08-27,1792.96,1819.16,1785.62,1818.45
2021-08-30,1818.41,1823.31,1807.62,1810.16
2021-08-31,1810.075,1819.21,1801.94,1813.47
2021-09-01,1814.095,1820.06,1808.57,1813.83
2021-09-02,1813.85,1817.19,1805.19,1809.565
2021-09-03,1809.3,1834.1,1808.09,1828.65
2021-09-06,1830.355,1830.355,1820.7,1823.37
2021-09-07,1823.3,1827.33,1792.43,1794.4
2021-09-08,1794.42,1802.04,1782.6,1789.23
2021-09-09,1789.14,1801.04,1783.73,1794.5
2021-09-10,1794.6,1803.94,1787.16,1787.9
2021-09-13,1787.9,1798.49,1783.84,1793.63
2021-09-14,1793.5,1808.77,1780.75,1804.61
2021-09-15,1804.515,1806.92,1790.61,1793.775
2021-09-16,1794.35,1796.24,1745.22,1753.41
2021-09-17,1754.195,1767.41,1747.29,1751.65
2021-09-20,1754.5,1767.16,1742.255,1764.095
2021-09-21,1764.6,1781.7,1757.94,1774.19
2021-09-22,1774.15,1787.3,1764.995,1768.205
2021-09-23,1768.65,1776.47,1738.095,1742.76
2021-09-24,1743.3,1757.69,1740.65,1746.72
2021-09-27,1751.735,1760.91,1744.93,1750.085
2021-09-28,1750.25,1754.53,1727.19,1733.93
2021-09-29,1734.2,1745.66,1721.53,1726.35
2021-09-30,1726.13,1764.29,1722.04,1756.895
2021-10-01,1756.8,1764.18,1749.56,1760.07
2021-10-04,1760.08,1770.46,1747.84,1769.44
2021-10-05,1769.425,1769.44,1749.18,1759.96
2021-10-06,1760.03,1765.08,1746.01,1762.65
2021-10-07,1763.07,1766.96,1752.18,1755.17
2021-10-08,1756.09,1781.37,1753.44,1756.88
2021-10-11,1757.565,1760.98,1750.38,1754.2
2021-10-12,1754.075,1769.4,1750.85,1760.11
2021-10-13,1760.14,1796.02,1758.09,1793.05
2021-10-14,1792.85,1800.47,1786.84,1796.01
2021-10-15,1795.99,1796.48,1764.97,1768.33
2021-10-18,1767.875,1772.1,1760.42,1764.87
2021-10-19,1765.02,1785.16,1763.01,1769.54
2021-10-20,1769.36,1788.44,1766.97,1782.04
2021-10-21,1782.2,1789.31,1776.62,1782.83
2021-10-22,1783.34,1813.74,1783.04,1794.13
2021-10-25,1794.33,1809.98,1792.37,1807.73
2021-10-26,1807.38,1808.34,1782.46,1792.85
2021-10-27,1793.26,1799.1,1783.57,1797
2021-10-28,1796.67,1810.36,1792.49,1798.86
2021-10-29,1799.6,1801.15,1772.11,1782.82
2021-11-01,1780.88,1795.82,1779.35,1791.87
2021-11-02,1791.86,1796.44,1786.3,1787.09
2021-11-03,1787.11,1787.7,1758.99,1773.85
2021-11-04,1773.86,1798.95,1770.9,1791.43
2021-11-05,1791.47,1818.34,1785.335,1818.215
2021-11-08,1818.165,1826.4,1812.2,1824.32
2021-11-09,1824.89,1832.75,1819.23,1831.83
2021-11-10,1831.91,1868.27,1822.71,1849.36
2021-11-11,1849.77,1865.94,1843.02,1862
2021-11-12,1861.86,1868.5,1845.29,1866.08
2021-11-15,1867.85,1870.07,1856.38,1862.8
2021-11-16,1862.91,1877.09,1849.64,1850.43
2021-11-17,1850.32,1868.01,1849.64,1867.43
2021-11-18,1866.9,1870.96,1855.39,1858.91
2021-11-19,1859.23,1865.39,1843.15,1846.97
2021-11-22,1847.07,1849.13,1802.39,1804.8
2021-11-23,1807.295,1812.37,1782.16,1789.12
2021-11-24,1789.28,1796.4,1778.83,1788.64
2021-11-25,1788.34,1795.12,1786.17,1788.635
2021-11-26,1788.705,1815.46,1780.995,1791.875
2021-11-29,1791.875,1799.44,1780.525,1784.71
2021-11-30,1785.15,1808.71,1770.01,1774.96
2021-12-01,1775.085,1793.41,1772.25,1781.87
2021-12-02,1781.97,1783.35,1762.08,1768.3
2021-12-03,1769.75,1786.16,1766.23,1782.96
2021-12-06,1785.3,1787.66,1776.05,1778.48
2021-12-07,1778.935,1787.69,1772.44,1784.17
2021-12-08,1784.575,1793.08,1779.77,1783.09
2021-12-09,1783.25,1787.58,1774.01,1775.17
2021-12-10,1776.02,1789.33,1770.2,1782.9
2021-12-13,1783.395,1791.39,1781.925,1786.68
2021-12-14,1786.15,1789.58,1766.82,1770.7
2021-12-15,1771.32,1780.88,1754.81,1777.13
2021-12-16,1778.36,1799.64,1775.65,1799.23
2021-12-17,1799.16,1814.27,1796.06,1796.14
2021-12-20,1800.04,1804.17,1787.18,1790.9
2021-12-21,1791.56,1800.42,1784.95,1788.97
2021-12-22,1788.7,1805.03,1786.02,1803.66
2021-12-23,1803.935,1810.7,1799.02,1808.57
